"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ALX4|ENST00000652299.1|9",20187.1163242959,1.88350206634136,0.414519987563805,4.54381482883607,5.52451924169065e-06,1.00420651020988e-05
"ALX4|ENST00000652299.1|10",12159.0772605727,1.09608824046708,0.349736837985438,3.13403714284371,0.00172419029733308,0.00252236804582366
"ALX4|ENST00000652299.1|11",8902.96893887022,1.34058807044361,0.22341165247103,6.00052886953802,1.96675877754121e-09,4.54217361382229e-09
"ALX4|ENST00000652299.1|12",11059.1979789572,1.34089384051218,0.238248142448213,5.62813974847104,1.82163481036606e-08,3.96757958242485e-08
"ALX4|ENST00000652299.1|17",9728.96937394538,1.64029980126706,0.208006374427702,7.88581506590891,3.12489101896656e-15,9.84139356670064e-15
"ALX4|ENST00000652299.1|19",2254.192835515,-1.25328740644331,0.312553324227278,-4.00983547220878,6.07610705419177e-05,0.000101074353038965
"ALX4|ENST00000652299.1|20",5637.62660418357,1.30152417903415,0.246611119834713,5.27763784498639,1.30859761134114e-07,2.68834881492845e-07
"ALX4|ENST00000652299.1|21",14007.1653974497,1.77003728543836,0.341456061236928,5.18379225434271,2.17419103170016e-07,4.40315961898423e-07
"ALX4|ENST00000652299.1|23",9134.73405452914,1.34633168659497,0.344499654074791,3.90807848620563,9.303308641379e-05,0.000152554391563248
"ALX4|ENST00000652299.1|25",12175.638695771,1.57160344409255,0.267140921549758,5.8830501705813,4.02773766772445e-09,9.11052201063943e-09
"ALX4|ENST00000652299.1|26",14661.5184095199,1.85124913172436,0.351610633371416,5.26505445519003,1.40147809804255e-07,2.87177128832431e-07
"ALX4|ENST00000652299.1|30",183.897784258428,-1.24733040962476,0.328488646026375,-3.79717967337174,0.000146351713059333,0.000235693756529734
"ALX4|ENST00000652299.1|31",88.5043675681768,-3.0744667158354,0.383857852233383,-8.00938862640784,1.15280082593857e-15,3.71558005712224e-15
"ANK2|ENST00000357077.9|2",3906.9668288798,-1.01851885616732,0.18057654873151,-5.64037170563993,1.69683459020191e-08,3.70047121027827e-08
"ANK2|ENST00000357077.9|3",4968.29999726015,1.37768199216914,0.140748221340107,9.78827283962671,1.26437137903168e-22,5.48077307515833e-22
"ANK2|ENST00000357077.9|4",359.16081540937,-1.66820802294109,0.15908754471351,-10.4861007563179,1.00073475656455e-25,4.90216776252498e-25
"ANK2|ENST00000357077.9|5",1774.42181210383,-2.68377286469762,0.159609893851474,-16.8145770912862,1.90849644718477e-63,3.3713955675416e-62
"ANK2|ENST00000357077.9|11",335.327401772228,-2.88331053098869,0.2847652647999,-10.1252185129206,4.27023848318964e-24,1.96408011955308e-23
"ANK2|ENST00000357077.9|12",268.360056424642,-3.35854395054347,0.279414657781387,-12.019927577211,2.79216075671816e-33,1.83443276923826e-32
"ANK2|ENST00000357077.9|13",1197.50642116082,-1.9074060203696,0.177211103303612,-10.7634678911833,5.12061700853908e-27,2.6344342745392e-26
"ANK2|ENST00000357077.9|16",366.419716685265,-3.04804718336051,0.176729153822678,-17.2469969862402,1.17868594322702e-66,2.31808235501315e-65
"ANKRD11|ENST00000301030.10|1",5462.43532791179,2.10891172218178,0.301333686383043,6.99859264822128,2.5854636742531e-12,7.04255138197166e-12
"ANKRD11|ENST00000301030.10|2",5443.0484553861,1.37831605637418,0.122160250403503,11.2828522520339,1.59489532965483e-29,9.12664183625222e-29
"ANKRD11|ENST00000301030.10|3",2812.21182004894,1.35619230705346,0.168696987310695,8.03922066821329,9.04116356158355e-16,2.93060936338528e-15
"ANOS1|ENST00000262648.8|1",5215.55365784323,1.0235476504308,0.144161882055902,7.09998812330915,1.24767610911249e-12,3.45672374712939e-12
"ANOS1|ENST00000262648.8|2",364.963915882911,-2.58801353293434,0.180184021358131,-14.3631689060288,8.81046640385421e-47,9.24828712699052e-46
"ANOS1|ENST00000262648.8|3",502.333263064333,-4.42920884278801,0.224433267663149,-19.735081563023,1.07772825710936e-86,4.02116864031116e-85
"ANOS1|ENST00000262648.8|5",15936.9995318111,4.835374515605,0.254636474325387,18.9893240095138,2.09001608189389e-80,6.4515779930008e-79
"ANOS1|ENST00000262648.8|9",325.862025460164,-1.46873003789475,0.186449177603005,-7.87737471828396,3.3433112627364e-15,1.05099314944341e-14
"ANOS1|ENST00000262648.8|9|mutated",388.007286038629,1.64255575702506,0.158724761113245,10.3484531682688,4.2530148047668e-25,2.03022552079283e-24
"ANOS1|ENST00000262648.8|10",462.01035424288,-1.94908027689771,0.16767330717007,-11.6242728779767,3.10223464456005e-31,1.86992774725193e-30
"ANOS1|ENST00000262648.8|11",10579.2451650712,4.24484077635904,0.188928998298921,22.4679155374704,8.55114514885448e-112,7.01486749642672e-110
"ANOS1|ENST00000262648.8|13",3704.70859816686,2.05292559452159,0.118104209794754,17.3823236114042,1.12309277660388e-67,2.28374909768841e-66
"ANOS1|ENST00000262648.8|15",524.911270588916,-2.39867876901395,0.247330484029631,-9.69827386391473,3.06642289071731e-22,1.31119410789437e-21
"ANOS1|ENST00000262648.8|16",42.8585847205001,-1.63369463309162,0.445244203660161,-3.66921033370389,0.00024330084400188,0.000384739135015912
"ANOS1|ENST00000262648.8|17",92.9210089970101,-2.24738200764161,0.351703171118301,-6.38999642936305,1.65889628400928e-10,4.07979482414356e-10
"ANOS1|ENST00000262648.8|18",32.9277657058966,-1.62008133070148,0.45193985695289,-3.58472771493211,0.000337430049627538,0.000527047431453967
"ANOS1|ENST00000262648.8|20",109.508797741112,-5.35484626130786,0.52248448557892,-10.2488139056887,1.19804604080787e-24,5.62044552712724e-24
"ANOS1|ENST00000262648.8|23",4341.42726374549,-1.39555873191014,0.109930337865294,-12.6949371666648,6.30805546707467e-37,4.67522155502186e-36
"ANOS1|ENST00000262648.8|24",1011.94139086293,-1.13190702773322,0.119789078956426,-9.44916713271466,3.41537365632525e-21,1.40618529672766e-20
"ANOS1|ENST00000262648.8|25",813.860953428935,-2.55372683759739,0.138437723746953,-18.4467554686559,5.53712884041201e-76,1.48362845909653e-74
