"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANOS1|ENST00000262648.8|9",537.40153724232,-1.1138995846367,0.126352153841329,-8.81583376913003,1.18797634482286e-18,2.90152020611169e-18
"ANOS1|ENST00000262648.8|10",706.88151463805,-1.20743630145748,0.117599115410744,-10.2673927200915,9.88398116701601e-25,2.9411349821374e-24
"ANOS1|ENST00000262648.8|15",1449.04235909113,-1.37029774055343,0.104078313829126,-13.1660255642031,1.37655645918051e-39,6.55972409744729e-39
"ANOS1|ENST00000262648.8|16",341.533894589904,-1.40608013769265,0.23671368240578,-5.94000365083382,2.85015729390057e-09,4.9214304383005e-09
"ANOS1|ENST00000262648.8|17",374.868421586576,-1.75012352750142,0.251763202590405,-6.9514667333999,3.61507665581428e-12,7.03290326999921e-12
"ANOS1|ENST00000262648.8|18",169.070231521013,-1.40909918118923,0.301830483716971,-4.66851182106096,3.03389324479392e-06,4.56493859239277e-06
"ANOS1|ENST00000262648.8|20",181.039040970324,-5.19891652947487,0.35843587464067,-14.5044536479133,1.13537879694952e-47,6.8350944660579e-47
"ANOS1|ENST00000262648.8|25",1196.9270880702,-2.47961934858966,0.109394858041856,-22.666690125791,9.55108906549816e-114,2.22610986390405e-112
"ANOS1|ENST00000262648.8|26",957.693832333993,-2.01360432070495,0.134450090075748,-14.9765933185356,1.04434649989195e-50,6.76650679756927e-50
"ANOS1|ENST00000262648.8|27",3168.91082088095,-1.35093970095513,0.0899498574113795,-15.0188086989032,5.52925158149266e-51,3.60590277334143e-50
"ANOS1|ENST00000262648.8|29",919.232198224813,-3.76935563458456,0.159422041847761,-23.6438800488084,1.36445901155517e-123,3.66507151534325e-122
"ANOS1|ENST00000262648.8|30",290.790490292865,-4.49161787068882,0.253873204170607,-17.6923668859136,4.80155240385922e-70,4.95030962119049e-69
"ANXA7|ENST00000372921.10|2",885.407764655832,-4.46531847655887,0.149644168826599,-29.8395755181953,1.19867013780395e-195,9.20517195569954e-194
"ANXA7|ENST00000372921.10|3",902.930293497368,-2.69988251684327,0.116365436966102,-23.2017563568275,4.37107351672744e-119,1.1070921930316e-117
"ANXA7|ENST00000372921.10|4",403.681965235163,-4.75859629482945,0.219474041017302,-21.6818183725624,3.04604581746785e-104,6.02172093948265e-103
"ANXA7|ENST00000372921.10|5",1204.08744195945,-4.31681655489371,0.130902705489586,-32.9772905666732,1.71923190834567e-238,2.78329706242989e-236
"ANXA7|ENST00000372921.10|7",485.485323657539,-1.42662916273354,0.140529188374041,-10.1518352111758,3.2518986404991e-24,9.49568080313683e-24
"AP1S2|ENST00000672987.1|3",205.213680652422,-1.36814997915714,0.192003098796585,-7.1256661362878,1.03578510221299e-12,2.05238265373993e-12
"AP1S2|ENST00000672987.1|4",328.306795564772,-1.42008048501674,0.185357801454643,-7.66129331418632,1.84069924752218e-14,3.8864252705879e-14
"AP1S2|ENST00000672987.1|6",2158.06255221571,-1.26547253255309,0.0818894711071958,-15.453421733504,7.15425353250078e-54,5.08350873780304e-53
"AP1S2|ENST00000672987.1|7",1336.93422911928,-1.36043998172805,0.0975667178170267,-13.9436891202938,3.43705076249109e-44,1.86063570423151e-43
"AP1S2|ENST00000672987.1|9",1600.27914084355,-3.71091610130133,0.118885185114548,-31.2142854277915,6.81899147649145e-214,7.10361025116239e-212
"AP1S2|ENST00000672987.1|10",1650.36477557047,-2.7125398939572,0.111948156150821,-24.2303222064931,1.06622846821272e-129,3.19335426229709e-128
"AP1S2|ENST00000672987.1|11",1825.34272282447,-2.41669465977942,0.0967442658926744,-24.9802366835926,1.00257617384444e-137,3.31791783498795e-136
"APC|ENST00000257430.9|6",880.551711508242,-1.14519797582341,0.131977296214766,-8.67723471133876,4.0550768593179e-18,9.73348442689409e-18
"APC|ENST00000257430.9|7",843.738229694695,-3.7843464634533,0.146136837235498,-25.895910538661,7.40488818853589e-148,2.78964026725346e-146
